,Title,MPAA Rating,Keywords,Source,Production method,Creative type,Countries,Total original B.O
923,Hannah and Her Sisters,['PG-13'],"['Romance', 'Intertitle', 'Voiceover/Narration', 'Narcotics', 'Performing Arts', 'Food', 'Writing and Writers', 'Infidelity', 'Dysfunctional Family', 'Relationships Gone Wrong', 'Artists', 'Rehab / Former Addict', 'Segments', 'Thanksgiving', 'Addiction', 'Architecture', 'Love Triangle', 'TV Industry', 'Religious', 'Suicide', 'Depression', 'Relatives Playing Relatives', '1987 Oscars Best Picture Nominee']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],40084041.0
924,Nothing in Common,['PG'],"['Comedy Drama', 'Dysfunctional Family', 'Advertising and Marketing', 'Promotion', 'Diabetes']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],32324000.0
925,Three Amigos,['Not Rated'],"['Performing Arts', 'Gangs', 'Mistaken Identity', 'Movie Business', 'Unnamed Character', 'Culture Clash', 'Kidnap', 'Rescue', 'Talking Animals', 'Spoof', 'Farcical / Slapstick Comedy']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],39246734.0
926,Soul Man,['Not Rated'],"['Satirical Comedy', 'Satire', 'College']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],27316198.0
927,Jumpin' Jack Flash,['R'],"['African Americans', 'Action Comedy', 'Secret Agent', 'KGB', 'C.I.A.', 'Mistaken Identity', 'Undercover', 'Surprise Twist']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],25587804.0
928,Heartburn,['Not Rated'],"['Comedy Drama', 'Politicians', 'Romance', 'Divorcée Romance', 'Relationships Gone Wrong', 'Infidelity', 'Washington, D.C.', 'Set in New York City', 'Set in New York']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],25314289.0
929,Iron Eagle,['Not Rated'],"['Action Thriller', 'Rescue', 'In a Plane', 'Middle East', 'Set in Middle East', 'Father’s Footsteps']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],24159872.0
930,Children of a Lesser God,['Not Rated'],"['Romantic Drama', 'Romance', 'Deaf', 'Mute', 'Abusive boyfriend', 'Relationships Gone Wrong', 'Teachers', 'Dysfunctional Family', '1987 Oscars Best Picture Nominee']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],31853080.0
931,Little Shop of Horrors,['PG-13'],"['Killer Plants', 'Remake', 'Romance', 'Dentist', 'Gratuitous Cameos', 'Cult Movie']",['Based on Musical or Opera'],['Live Action'],['Fantasy'],['United States'],38747385.0
932,Tough Guys,['Not Rated'],"['Crime Comedy', 'Life on the Outside', 'Autumn Years', 'One Last Job', 'Retirement', 'Retirement Home', 'Romance', 'Trains']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],21458229.0
933,F/X,['R'],"['Mafia', 'Action Thriller', 'Surprise Twist', 'Faked Death', 'Corrupt Cops', 'Witness Protection']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],20603715.0
934,House,['R'],"['Suicide', 'Writing and Writers', 'Inheritance', 'Relationships Gone Wrong', 'Missing Child', 'Missing Person', ""Writer's Block"", 'Vietnam War', 'Returning Soldiers', 'Dream Sequence', 'Non-Chronological', 'Haunted House', 'Divorced Couple Falling Back in Love', 'PTSD', 'Alternative Dimensions / Parallel universe', 'Revenge', 'Haunting', 'Rescue', 'Supernatural', 'Horror Comedy']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],22144631.0
935,A Room with a View,['Not Rated'],"['Romantic Drama', '1900s', 'Relationships Gone Wrong', 'Set in Italy', 'Set in London', 'Cross-Class Romance', '1987 Oscars Best Picture Nominee']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United Kingdom'],21042007.0
936,Flight of the Navigator,['Not Rated'],"['First Contact', 'Alien Abduction', 'Time Travel']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],18564613.0
937,The Delta Force,['R'],"['Action Thriller', '1980s', 'Prologue', 'Quitting in Protest', 'Terrorism', 'Hostage', 'Rescue', 'Middle East', 'Inspired by a True Story']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],17005599.0
938,Howard the Duck,['Not Rated'],"['Marvel Comics', 'Action Comedy', 'Romance', 'Interspecies Romance', 'Famously Bad', 'Friendly Alien on Earth', 'Cult Movie']",['Based on Comic/Graphic Novel'],['Live Action'],['Science Fiction'],['United States'],16295774.0
939,Raw Deal,['Not Rated'],"['Undercover', 'Action Thriller', 'FBI', 'Witness Tampering', 'Witness Protection', 'Narcotics', 'Organized Crime', 'Relationships Gone Wrong', 'Pregnant Women']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],16209459.0
940,Armed and Dangerous,['Not Rated'],"['Action Comedy', 'Corrupt Cops', 'Framed', 'Fired', 'Security Guard', 'Organized Crime', 'Insurance Fraud']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],15945534.0
941,Legend,['PG'],['Sword & Sorcerer'],['Original Screenplay'],['Live Action'],['Fantasy'],"['United Kingdom', 'United States']",23506237.0
942,The Morning After,['R'],"['Film Noir', 'Crime Thriller', 'Faulty Memory', 'Black Out Drunk', 'Addiction', 'Film Actor', 'Relationships Gone Wrong', 'Framed', 'Romance']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],25147055.0
943,Youngblood,['R'],"['Hockey', 'Sports Drama', 'Coming of Age', 'Life on a Farm', 'Life in a Small Town', 'Dysfunctional Family', 'Underdog', 'Professional Rivalry', 'Sports Injury']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],15448400.0
944,Crimes of the Heart,['Not Rated'],"['Black Comedy', 'Dysfunctional Family', 'Suicide', 'Young Child Dealing with the Death of a Parent', 'Mental Illness', 'Singers', 'February / May Romance', 'Relationships Gone Wrong', 'Domestic Abuse', 'Killing in Self Defence', 'Novel or Other Work Adapted by Author']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],22905000.0
945,Psycho III,['Not Rated'],"['Psychological Horror', 'Actors Making Their Directorial Debut', 'Mental Illness', 'Monks and Nuns', 'Accidental Death', 'Serial Killer', 'Dysfunctional Family', 'Surprise Twist', 'Romance', 'Death of a Girlfriend / Boyfriend', 'Directing Yourself']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],14481606.0
946,One Crazy Summer,['PG'],"['Romance', 'Romantic Comedy', 'Graduation', 'Summer Vacation', 'Relationships Gone Wrong', 'Fugitive / On the Run', 'Motorcycle Gangs']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],13431806.0
947,Critters,['Not Rated'],"['Horror Comedy', 'Alien Invasion', 'Set in Kansas', 'Bounty Hunter', 'Cult Movie']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],13167232.0
948,April Fool's Day,['R'],['Slasher Horror'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],12947763.0
949,Club Paradise,['Not Rated'],"['Farcical / Slapstick Comedy', 'Retirement', 'Romance', 'Vacation', 'Ensemble', 'Tourist Trap', 'Land Developer', 'Government Corruption']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],12308521.0
950,Big Trouble in Little China,['Not Rated'],"['Action Comedy', 'Asian-Americans', 'Romance', 'Kidnap', 'Rescue', 'Secret Magic', 'Prophecy', 'Curses', 'Good vs. Evil']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],11208967.0
951,Murphy's Law,['Not Rated'],"['Film Noir', 'Action Thriller', 'Relationships Gone Wrong', 'Strippers / Stripping', 'Police Detective', 'Framed', 'Addiction', 'Corrupt Cops', 'Organized Crime', 'Kidnap', 'Rescue', 'Unbelieving Police']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],9947631.0
952,Deadly Friend,['R'],"['Slasher Horror', 'First Love', 'Dysfunctional Family', 'Child Abuse', 'Accidental Death', 'Robot', 'Revenge', 'Bullies', 'Development Hell']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United States'],8988731.0
953,Platoon,['R'],"['Vietnam War', 'War', 'War Crimes', 'Sex Crimes', 'Voiceover/Narration', 'Inspired by a True Story', 'Oscars Best Picture Winner', 'War Drama', '1987 Oscars Best Picture Nominee']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],137978395.0
